pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,pl_dens,pl_eqt,pl_insol,st_teff,st_mass,st_rad,st_lum,st_met,st_spectype,discoverymethod,disc_year,pl_orbincl,planet_type
HD 37124 c,HD 37124,887.7,1.687,0.126,0.647,,,,,5698.64,0.812728,0.949168,,-0.3257,,Radial Velocity,2002.0,,GasGiant
GJ 682 c,GJ 682,57.32,0.176,0.1,0.02737312,,,,,3028.0,0.27,,-2.69897,,M3.5 V,Radial Velocity,2014.0,,
GJ 27.1 b,GJ 27.1,15.819,0.101,0.08,0.04090237,,,,,3542.0,0.53,,-1.58503,,M0.5 V,Radial Velocity,2014.0,,MiniNeptune
GJ 160.2 b,GJ 160.2,5.2354,0.053,0.06,0.03209263,,,,,4347.0,0.69,,-0.79588,,M0 V,Radial Velocity,2014.0,,MiniNeptune
GJ 180 b,GJ 180,17.38,0.103,0.11,0.02611459,,,,,3371.0,0.43,,-1.88606,,M2 V,Radial Velocity,2014.0,,
HD 47536 b,HD 47536,712.13,1.93,0.2,7.32,,,,,4380.0,2.1,23.47,,,K1 III,Radial Velocity,2002.0,,GasGiant
GJ 180 c,GJ 180,24.329,0.129,0.09,0.02013655,,,,,3371.0,0.43,,-1.88606,,M2 V,Radial Velocity,2014.0,,
GJ 229 b,GJ 229,471.0,0.97,0.1,0.10068275,,,,,3564.0,0.58,,-1.55284,,M1/M2 V,Radial Velocity,2014.0,,MiniNeptune
HD 47186 b,HD 47186,4.0845,0.05,0.04,0.07,,,,,5657.0,0.96,1.08,,0.24,,Radial Velocity,2008.0,,MiniNeptune
HD 46375 b,HD 46375,3.023495,0.03998,0.063,0.2266,,,,,5264.38,0.932831,0.914196,,0.2714,,Radial Velocity,2000.0,,GasGiant
GJ 422 b,GJ 422,26.161,0.119,0.05,0.03114873,,,,,3323.0,0.35,,-1.95861,,M3.5 V,Radial Velocity,2014.0,,
GJ 433 c,GJ 433,3400.0,3.6,0.08,0.14158512,,,,,3472.0,0.48,,-1.69897,,M1.5 V,Radial Velocity,2014.0,,MiniNeptune
HD 188015 b,HD 188015,456.46,1.19,0.15,1.26,,,,,5745.0,1.08,,,0.29,G5 IV,Radial Velocity,2004.0,,GasGiant
TOI-4582 b,TOI-4582,31.034,,0.51,0.53,0.94,,,,5190.0,1.34,2.5,,0.17,,Transit,2023.0,,GasGiant
GJ 682 b,GJ 682,17.478,0.08,0.08,0.01384388,,,,,3028.0,0.27,,-2.69897,,M3.5 V,Radial Velocity,2014.0,,
HD 4208 b,HD 4208,828.0,1.65,0.05,0.82,,,,,5629.0,0.9,0.92,,-0.26,,Radial Velocity,2001.0,,GasGiant
HD 4308 b,HD 4308,15.56,0.115,0.0,0.0442,,,,,5685.0,0.83,,-0.004,-0.31,,Radial Velocity,2005.0,,MiniNeptune
HD 97048 b,HD 97048,,130.0,,2.5,,,,,10000.0,2.4,2.25,1.60206,,Be9.5/AO,Disk Kinematics,2019.0,40.0,GasGiant
Gaia-1 b,Gaia-1,3.052524,0.04047,,1.68,1.229,,,,5470.0,0.949,0.952,,,,Transit,2022.0,85.73,GasGiant
HD 204313 c,HD 204313,34.905,0.2099,0.155,0.0553,,,,,5776.0,1.02,,,0.18,G5 V,Radial Velocity,2015.0,,MiniNeptune
HD 212301 b,HD 212301,2.24571,0.03,0.0,0.51,,,,,6239.0,1.55,1.16,,0.18,,Radial Velocity,2005.0,,GasGiant
HD 2039 b,HD 2039,1120.0,2.2,0.71,6.29,,,,,5945.0,1.23,1.19,,0.3,,Radial Velocity,2002.0,,GasGiant
HD 216770 b,HD 216770,118.45,0.46,0.37,0.57,,,,,5399.0,0.74,0.93,,0.27,,Radial Velocity,2003.0,,GasGiant
Kepler-88 d,KOI-142,1403.0,,0.41,3.0504646,,,,,5466.0,0.99,0.897,,0.27,,Radial Velocity,2020.0,89.0,GasGiant
HD 210277 b,HD 210277,442.19,1.13,0.48,1.29,,,,,5538.0,1.01,1.07,,0.22,,Radial Velocity,1998.0,,GasGiant
HD 197037 b,HD 197037,1035.7,2.07,0.22,0.79,,,,,6150.0,1.11,,,-0.2,F7 V,Radial Velocity,2012.0,,GasGiant
HD 19994 b,HD 19994,466.2,1.305,0.063,1.37,,,,,6188.0,1.365,,,0.27,F8 V,Radial Velocity,2003.0,,GasGiant
WASP-108 b,WASP-108,2.676,,0.0,0.892,1.284,,1590.0,,6000.0,1.167,1.215,,,,Transit,2020.0,,HotJupiter
HD 222582 b,HD 222582,572.537,1.335,0.7615,7.88,,,,,5746.66,0.969129,1.145017,,0.0171,,Radial Velocity,1999.0,,GasGiant
HD 221287 b,HD 221287,456.1,1.25,0.08,3.09,,,,,6304.0,1.25,,0.22011,-0.03,,Radial Velocity,2007.0,,GasGiant
HD 220773 b,HD 220773,3724.7,4.94,0.51,1.45,,,,,5940.0,1.16,,,0.09,F9,Radial Velocity,2011.0,,GasGiant
HD 22781 b,HD 22781,528.07,1.167,0.8191,13.65,,,,,5027.0,0.75,,,-0.37,K1,Radial Velocity,2011.0,,GasGiant
HD 23127 b,HD 23127,1211.17,2.37,0.406,1.527,,,,,5843.0,1.208,1.49,,0.29,,Radial Velocity,2006.0,,GasGiant
TOI-4602.01,TOI-4602,3.9812091,0.05099712,,,0.22728928,,1380.27,603.6935,6011.9,1.116795,1.15664,,,,Transit,2024.0,,MiniNeptune
TOI-4155 b,TOI-4155,3.320729,,,,0.28637751,,1255.0,,5724.0,1.16,0.95,,0.11,,Transit,2025.0,88.84,MiniNeptune
HIP 12961 b,HIP 12961,57.435,0.25,0.166,0.35,,,,,3986.0,0.62,0.660799,-1.00302,,,Radial Velocity,2010.0,,GasGiant
HD 99109 b,HD 99109,439.29999,1.11,0.09,0.44,,,,,5282.0,0.76,0.98,,0.35,,Radial Velocity,2005.0,,GasGiant
GJ 1148 b,GJ 1148,41.38,0.166,0.38,0.3042507,,,,,3287.0,0.344045,0.358519,-1.86908,,,Radial Velocity,2010.0,,GasGiant
K2-187 c,K2-187,2.872042,0.0392,,,0.16058524,,1173.0,,5484.0,0.98,0.92,,0.23,,Transit,2018.0,,DesertWorld
K2-187 e,K2-187,13.609878,0.1106,,,0.21232938,,698.0,,5484.0,0.98,0.92,,0.23,,Transit,2018.0,,SuperEarth
HD 178911 B b,HD 178911 B,71.484,0.339,0.114,7.03,,,,,5668.0,1.014,,,0.34,G5,Radial Velocity,2001.0,,GasGiant
K2-270 b,K2-270,1.543069,0.0247,,,0.12311535,,1203.0,,4877.0,0.85,0.77,,0.26,,Transit,2018.0,,DesertWorld
HD 90156 b,HD 90156,49.609,0.2509,0.16,0.0371,,,,,5629.62,0.855954,0.920286,,-0.1805,,Radial Velocity,2009.0,,MiniNeptune
K2-61 b,K2-61,2.57336,,,,0.17129122,,1325.0,730.0,5748.0,0.97,0.995,,0.03,,Transit,2016.0,,DesertWorld
K2-214 b,K2-214,8.596802,0.0834,,,0.21679008,,1006.0,,5854.0,1.05,1.27,,0.05,,Transit,2018.0,,DesertWorld
K2-220 b,K2-220,13.683256,0.1104,,,0.21322152,,758.0,,5660.0,0.96,1.02,,0.04,,Transit,2018.0,,SuperEarth
EPIC 201841433 b,EPIC 201841433,4.1698,0.035,,,0.09278259,,,,5053.0,0.802,0.628461,,0.0,,Transit,2019.0,89.001,EarthLike
K2-268 c,K2-268,9.326841,0.0819,,,0.23998573,,688.0,,5068.0,0.84,0.78,,0.03,,Transit,2018.0,,MiniNeptune
HD 17092 b,HD 17092,359.89999,1.31,0.17,10.13,,,,,4326.0,6.73,13.58,,0.18,,Radial Velocity,2007.0,,GasGiant
HR 8799 d,HR 8799,37000.0,24.0,,10.0,1.2,,,,,1.5,,0.69197,-0.47,A5 V,Imaging,2008.0,,GasGiant
HR 8799 c,HR 8799,67571.25,38.0,0.5,,,,,,7204.58,1.61,1.49338,0.73347,,,Imaging,2008.0,37.0,
HR 8799 b,HR 8799,170000.0,68.0,,7.0,1.2,,,,,1.5,,0.69197,-0.47,A5 V,Imaging,2008.0,,GasGiant
HR 810 b,HR 810,302.79999,0.92,0.14,2.27,,,,,6167.0,1.34,1.13,,0.16,,Radial Velocity,1999.0,,GasGiant
HD 171028 b,HD 171028,550.0,1.32,0.59,2.62,,,,,5671.0,1.53,2.47,,-0.48,,Radial Velocity,2007.0,,GasGiant
HIP 79431 b,HIP 79431,111.7,0.36,0.29,2.1,,,,,3191.0,0.49,,,0.4,M3 V,Radial Velocity,2009.0,,GasGiant
BD-13 2130 b,BD-13 2130,714.29999,1.66,0.21,9.78,,,,,4545.0,2.12,19.17,,-0.08,,Radial Velocity,2007.0,,GasGiant
K2-62 b,K2-62,6.67199,,,,0.18021264,,666.0,46.7,4455.0,0.67,0.696,,-0.1,,Transit,2016.0,,SuperEarth
K2-62 c,K2-62,16.19697,,,,0.17753621,,495.0,14.3,4455.0,0.67,0.696,,-0.1,,Transit,2016.0,,SuperEarth
HD 69830 c,HD 69830,31.613,0.1882,0.114,0.031,,,,,5420.58,0.889787,0.886947,,0.012,,Radial Velocity,2006.0,,
HD 69830 b,HD 69830,8.667,0.0785,0.1,0.0321,,,,,5385.0,0.86,,-0.22,-0.05,,Radial Velocity,2006.0,,MiniNeptune
HD 68988 b,HD 68988,6.2764187,0.0702,0.1581,1.914,,,,,5883.41,1.171665,1.255733,,0.3052,,Radial Velocity,2001.0,,GasGiant
HD 69830 d,HD 69830,197.0,0.63,0.07,0.057,,,,,5385.0,0.86,,-0.22,-0.05,,Radial Velocity,2006.0,,MiniNeptune
HD 70573 b,HD 70573,851.8,1.76,0.4,6.1,,,,,5737.0,1.0,,,-0.18,G1-1.5 V,Radial Velocity,2007.0,,GasGiant
HD 60532 b,HD 60532,201.3,0.759,0.28,1.03,,,,,6095.0,1.44,,,-0.42,F6 IV,Radial Velocity,2008.0,,GasGiant
HD 60532 c,HD 60532,604.0,1.58,0.02,2.46,,,,,6095.0,1.44,,,-0.42,F6 IV,Radial Velocity,2008.0,,GasGiant
HD 6434 b,HD 6434,22.017,0.148,0.146,0.44,,,,,5690.0,0.89,1.14,,-0.48,,Radial Velocity,2003.0,,GasGiant
TOI-500 c,TOI-500,6.6356,,0.072,0.01582615,,,,,4440.0,0.74,0.678,,0.12,K6 V,Radial Velocity,2022.0,,
TOI-500 d,TOI-500,26.233,,0.016,0.10420717,,,,,4440.0,0.74,0.678,,0.12,K6 V,Radial Velocity,2022.0,,MiniNeptune
HD 63765 b,HD 63765,358.0,0.94,0.24,0.53,,,,,5449.0,0.65,0.83,,-0.16,,Radial Velocity,2009.0,,GasGiant
TOI-500 e,TOI-500,61.3,,0.073,0.0473526,,,,,4440.0,0.74,0.678,,0.12,K6 V,Radial Velocity,2022.0,,MiniNeptune
HD 73526 b,HD 73526,188.3,0.65,0.19,3.08,,,,,5601.0,1.14,1.53,,0.22,,Radial Velocity,2002.0,,GasGiant
K2-183 d,K2-183,22.631964,0.1527,,,0.25515211,,615.0,,5519.0,0.93,0.97,,0.09,,Transit,2018.0,,MiniNeptune
TOI-913 b,TOI-913,11.098644,,,,0.21882454,,712.01,,4969.0,0.82,0.7325,,-0.133,,Transit,2023.0,89.1,SuperEarth
TOI-672 b,TOI-672,3.633575,,,,0.46930226,,676.15,,3765.0,0.5399,0.5441,,-0.71,,Transit,2023.0,88.43,MiniNeptune
HD 179949 b,HD 179949,3.092535,0.04439,0.016,0.967,,,,,6176.2,1.220173,1.266865,,0.1555,,Radial Velocity,2000.0,,GasGiant
HD 85390 b,HD 85390,788.0,1.52,0.41,0.11,,,,,5164.0,0.54,0.8,,-0.08,,Radial Velocity,2009.0,,MiniNeptune
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5480.0,5.0,0.0,4.8,,,,,5912.0,1.0,,,-0.24,G V,Microlensing,2019.0,,GasGiant
HD 76700 b,HD 76700,3.97097,0.05,0.09,0.21,,,,,5644.0,0.99,1.37,,0.31,,Radial Velocity,2002.0,,GasGiant
TOI-907.01,TOI-907,4.5849129,0.055225481,,,0.85694229,,1846.6,1729.6714,6272.0,1.069357,2.059789,,,,Transit,2024.0,,HotJupiter
K2-192 b,K2-192,4.162817,0.049,,,0.13560532,,939.0,,5222.0,0.9,0.81,,0.15,,Transit,2018.0,,DesertWorld
Kepler-424 c,Kepler-424,223.3,0.73,,6.97,,,,,5460.0,1.01,0.94,-0.15,0.44,,Radial Velocity,2014.0,,GasGiant
K2-193 b,K2-193,14.786889,0.1184,,,0.3523954,,739.0,,5817.0,1.01,0.98,,0.0,,Transit,2018.0,,MiniNeptune
1RXS J160929.1-210524 b,1RXS J160929.1-210524,,330.0,,8.0,1.664,,1800.0,,4060.0,0.85,1.352,,,K7 V,Imaging,2008.0,,HotJupiter
XO-2 S c,XO-2 S,120.8,0.4756,0.1528,1.37,,,,,5399.0,0.982,1.02,,0.39,,Radial Velocity,2014.0,,GasGiant
XO-2 S b,XO-2 S,18.157,0.13,0.18,0.26,,,,,5399.0,0.98,1.0,,0.39,,Radial Velocity,2014.0,,GasGiant
Kapteyn c,Kapteyn,121.54,0.311,0.23,0.022,,,,,3550.0,0.281,0.291,,-0.89,,Radial Velocity,2014.0,,
HR 2562 b,HR 2562,,27.0,,13.2,,,1255.0,,6597.0,1.368,1.334,,0.1,F5 V,Imaging,2016.0,,HotJupiter
TOI-277 b,TOI-277,3.994,0.0269,,,0.23641757,,,,4031.0,0.16,0.362,,-0.01,,Transit,2022.0,88.9,MiniNeptune
K2-197 b,K2-197,8.357881,0.0806,,,0.2283879,,848.0,,5667.0,1.0,0.93,,0.08,,Transit,2018.0,,MiniNeptune
TOI-2719 b,TOI-2719,3.37594,,,,0.53350078,,1710.0,,5762.0,1.02,1.69,,0.27,,Transit,2025.0,83.07,MiniNeptune
TOI-3082 b,TOI-3082,1.926907,,,,0.32671124,,1032.78,,4263.0,0.664,0.6847,,0.17,,Transit,2023.0,87.63,MiniNeptune
HD 133131 B b,HD 133131 B,5769.0,6.15,0.61,2.5,,,,,5805.0,0.93,,,-0.281,G2 V,Radial Velocity,2016.0,,GasGiant
HD 133131 A c,HD 133131 A,3568.0,4.49,0.49,0.42,,,,,5799.0,0.95,,,-0.306,G2 V,Radial Velocity,2016.0,,GasGiant
HIP 54515 b,HIP 54515,33000.0,24.8,0.42,17.7,,,,,8100.0,1.9,,,,A5 V,Imaging,2026.0,129.6,GasGiant
HD 133131 A b,HD 133131 A,649.0,1.44,0.33,1.42,,,,,5799.0,0.95,,,-0.306,G2 V,Radial Velocity,2016.0,,GasGiant
K2-195 b,K2-195,15.852975,0.1208,,,0.2792399,,720.0,,5713.0,0.94,0.99,,-0.1,,Transit,2018.0,,MiniNeptune
K2-357 b,K2-357,16.3488637,0.145,,,0.33187674,,735.0,,5794.0,0.98,1.0,,-0.02,,Transit,2021.0,,MiniNeptune
K2-358 b,K2-358,11.2510285,0.0863,,,0.239094,,888.0,,5650.0,0.93,0.91,,-0.07,,Transit,2021.0,,MiniNeptune
HD 145934 b,HD 145934,2790.0,4.73,0.057,2.04,,,,,4823.75,1.812692,6.930587,,0.0951,,Radial Velocity,2015.0,,GasGiant
HD 85426 c,TOI-1774,35.73,,0.06,0.03240742,,,640.0,,5746.0,0.991,1.1303,,-0.02,,Radial Velocity,2026.0,,MiniNeptune
K2-355 b,K2-355,5.7385647,0.0632,,,0.2007319,,1066.0,,5790.0,0.96,0.92,,-0.12,,Transit,2021.0,,DesertWorld
K2-356 b,K2-356,21.0267366,0.1599,,,0.20430047,,624.0,,5568.0,0.9,0.86,,-0.11,,Transit,2021.0,,SuperEarth
K2-188 c,K2-188,7.810253,0.0785,,,0.25247569,,1026.0,,5977.0,1.06,1.19,,-0.01,,Transit,2018.0,,MiniNeptune
L 363-38 b,L 363-38,8.781,0.048,,0.01469346,,,330.0,,3129.0,0.21,0.274,-1.88606,,,Radial Velocity,2023.0,,EarthLike
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,,8.0,,22.0,0.934,,450.0,,575.0,0.029,0.091,,,T8.5,Imaging,2012.0,,GasGiant
TOI-139 b,TOI-139,11.07085,,,,0.21916355,,561.17,,4570.0,0.69,0.7007,,-0.238,,Transit,2023.0,89.32,SuperEarth
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,5.118,,0.39,0.4,,,,,5725.0,0.96,0.89,,0.03,G5 V,Radial Velocity,2014.0,,GasGiant
TOI-1338 c,TOI-1338 A,215.5,0.794,0.16,0.205,,,,,6050.0,1.127,1.345,,,F8,Radial Velocity,2023.0,,GasGiant
K2-276 b,K2-276,18.718269,0.1291,,,0.33633687,,583.0,,5139.0,0.82,0.85,,0.07,,Transit,2018.0,,MiniNeptune
K2-187 d,K2-187,7.14921,0.072,,,0.28280846,,865.0,,5484.0,0.98,0.92,,0.23,,Transit,2018.0,,MiniNeptune
TOI-128.01,TOI-128,4.9404681,0.05381019,,,0.19774964,,1344.51,182.406,6086.0,0.851969,1.13,,,,Transit,2024.0,,DesertWorld
Kepler-150 f,Kepler-150,637.2093,1.24,,,0.32473905,,,,5528.0,0.97,0.905339,-0.16141,,,Transit,2017.0,90.0,MiniNeptune
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,6.958,,0.24,0.34,,,,,5780.0,1.01,0.99,,0.023,G5 V,Radial Velocity,2014.0,,GasGiant
TOI-3353.01,TOI-3353,4.6657965,0.060118218,,,0.23765421,,1264.36,313.0426,6365.0,1.332089,1.0207,,,,Transit,2024.0,,MiniNeptune
HD 285507 b,HD 285507,6.0881,0.06,0.09,0.98,,,,,4503.0,0.82,0.69,,0.13,,Radial Velocity,2013.0,,GasGiant
K2-312 c,HD 80653,921.2,1.961,0.853,5.41,,,,,5959.0,1.18,1.22,,0.255,,Radial Velocity,2023.0,,GasGiant
TOI-1683.01,TOI-1683,3.0575356,0.036507593,,,0.23510942,,929.25,163.056,4402.0,0.694661,0.7,,,,Transit,2024.0,,MiniNeptune
Kepler-454 d,Kepler-454,4073.0,5.1,0.089,2.31,,,,,5687.0,1.03,1.066,,0.32,,Radial Velocity,2023.0,,GasGiant
Kepler-68 e,Kepler-68,3455.0,4.6,0.33,0.272,,,,,5847.0,1.057,1.2564,,0.11,,Radial Velocity,2023.0,,GasGiant
K2-278 b,K2-278,3.334966,0.0488,,,0.26585779,,1711.0,,6747.0,1.4,1.61,,0.0,,Transit,2018.0,,MiniNeptune
K2-189 c,K2-189,6.679195,0.068,,,0.22303506,,872.0,,5519.0,0.94,0.87,,0.0,,Transit,2018.0,,DesertWorld
HD 164595 b,HD 164595,40.0,0.23,0.088,0.05078186,,,,,5790.0,0.99,,,-0.04,G2 V,Radial Velocity,2015.0,,MiniNeptune
KELT-6 c,KELT-6,1276.0,2.39,0.21,3.71,,,,,6272.0,1.126,1.529,,-0.27,,Radial Velocity,2015.0,,GasGiant
GJ 676 A b,GJ 676 A,1056.80005,1.82,0.33,4.96,,,,,3734.0,0.73,0.69,,0.08,,Radial Velocity,2010.0,,GasGiant
51 Eri b,51 Eri,11688.0,12.0,0.45,,,,,,7295.0,1.65,1.48726,0.75157,,,Imaging,2015.0,133.0,
HIP 39017 b,HIP 39017,31000.0,22.1,0.55,23.6,,,,,,1.52,,,-0.26,A9/F0,Imaging,2024.0,84.0,GasGiant
TOI-261.01,TOI-261,3.3639254,0.034792189,,,0.27136114,,1722.49,874.7956,5890.3,0.496728,1.28018,,,,Transit,2021.0,,MiniNeptune
HD 104067 c,HD 104067,13.8992,0.1058,0.29,0.04153184,,,,,4952.0,0.82,0.78,,0.11,,Radial Velocity,2024.0,,MiniNeptune
G 268-110 b,G 268-110,1.43263,0.01283,0.0,0.00478245,,,534.0,13.57,,0.137,,,,M5.0 V,Radial Velocity,2025.0,,EarthLike
G 192-15 b,G 192-15,2.27476,0.01723,0.0,0.00324074,,,453.6,7.06,,0.132,,,,M5.0 V,Radial Velocity,2025.0,,EarthLike
G 192-15 c,G 192-15,1219.0,1.137,0.676,0.04499283,,,55.9,0.0016,,0.132,,,,M5.0 V,Radial Velocity,2025.0,,MiniNeptune
G 261-6 b,G 261-6,5.4536,0.02971,0.0,0.0043105,,,322.3,1.8,,0.118,,,,M5.5 V,Radial Velocity,2025.0,,EarthLike
Gl 410 b,Gl 410,6.02,0.0531,,0.02642936,,,,,3842.0,0.55,0.543,-1.239,0.05,,Radial Velocity,2025.0,,
HD 175607 b,HD 175607,29.01,,0.11,0.0282541,,,,,5392.0,0.71,0.7,,-0.62,G6 V,Radial Velocity,2015.0,,
Kepler-454 c,Kepler-454,524.19,1.287,0.0053,4.51,,,,,5687.0,1.03,1.066,,0.32,,Radial Velocity,2015.0,,GasGiant
HD 95872 b,HD 95872,4375.0,5.2,0.06,4.6,,,,,5312.0,0.95,,,0.41,K0 V,Radial Velocity,2015.0,,GasGiant
psi1 Dra B b,psi1 Dra B,3117.0,4.43,0.4,1.53,,,,,6212.0,1.19,,,0.01,G0 V,Radial Velocity,2015.0,,GasGiant
eps Eri b,eps Eri,2650.0,3.5,0.044,0.651,,,,,5020.38,0.814595,0.759106,,-0.0439,,Radial Velocity,2000.0,,GasGiant
HD 12484 b,HD 12484,58.83,0.297,0.07,2.98,,,,,5920.0,1.01,,,0.05,F8,Radial Velocity,2016.0,,GasGiant
HIP 65407 b,HIP 65407,28.125,0.177,0.14,0.428,,,,,5460.0,0.93,,,0.25,K0,Radial Velocity,2016.0,,GasGiant
HIP 65407 c,HIP 65407,67.3,0.316,0.12,0.784,,,,,5460.0,0.93,,,0.25,K0,Radial Velocity,2016.0,,GasGiant
TOI-4527.01,TOI-4527,0.3994445,0.008332353,,,0.08097753,,1362.93,571.5072,3702.0,0.483901,0.485948,,,,Transit,2024.0,,DesertWorld
TOI-1450 A c,TOI-1450 A,5.0688,,,0.00480448,,,533.0,,3437.0,0.48,0.483,,-0.12,M3.0 V,Transit,2024.0,,EarthLike
KOI-1843.03,Kepler-974,0.1768913,,,0.02517081,0.05442065,,,,3584.0,0.46,0.45,,0.0,,Transit,2013.0,72.0,EarthLike
HD 220842 b,HD 220842,218.47,0.74,0.404,3.18,,,,,5960.0,1.13,,,-0.17,F8,Radial Velocity,2016.0,,GasGiant
HIP 109384 b,HIP 109384,499.48,1.134,0.549,1.56,,,,,5180.0,0.78,,,-0.26,G5,Radial Velocity,2016.0,,GasGiant
Pr0211 c,Pr0211,4850.0,5.5,0.71,7.79,,,,,5300.0,0.935,0.827,,0.18,,Radial Velocity,2016.0,,GasGiant
HD 143105 b,HD 143105,2.1974,0.0379,0.07,1.21,,,,,6380.0,1.51,,,0.15,F5,Radial Velocity,2016.0,,GasGiant
HD 73344 c,HD 73344,65.94,0.3388,0.124,0.373,,,,,6148.0,1.19,1.22,,0.16,,Radial Velocity,2025.0,,GasGiant
HIP 109600 b,HIP 109600,232.08,0.706,0.163,2.68,,,,,5530.0,0.87,,,-0.12,G5,Radial Velocity,2016.0,,GasGiant
HD 35759 b,HD 35759,82.467,0.389,0.389,3.76,,,,,6060.0,1.15,,,0.04,G0,Radial Velocity,2016.0,,GasGiant
K2-275 c,K2-275,8.4388385,0.0881,,,0.19716333,,653.0,,4841.0,0.77,0.69,,-0.06,,Transit,2018.0,,SuperEarth
HD 213472 b,HD 213472,17000.0,13.0,0.53,3.5,,,,,5729.54,1.048132,1.433902,,0.1249,,Radial Velocity,2021.0,,GasGiant
HD 168009 b,HD 168009,15.1479,0.1192,0.12,0.03,,,,,5778.33,0.986073,1.209505,,0.0183,,Radial Velocity,2021.0,,
HD 164922 e,HD 164922,41.763,0.2292,0.086,0.0331,,,,,5393.43,0.921146,1.001813,,0.1967,,Radial Velocity,2021.0,,MiniNeptune
HD 156668 c,HD 156668,811.3,1.57,0.089,0.0991,,,,,4903.69,0.785167,0.774528,,0.0493,,Radial Velocity,2021.0,,MiniNeptune
HD 145675 c,14 Her,25000.0,16.4,0.45,5.8,,,,,5314.94,0.969205,0.995819,,0.4052,,Radial Velocity,2021.0,,GasGiant
HD 24040 c,HD 24040,515.4,1.3,0.11,0.201,,,,,5776.49,1.10394,1.387296,,0.1971,,Radial Velocity,2021.0,,GasGiant
HD 26161 b,HD 26161,32000.0,20.4,0.82,13.5,,,,,6057.62,1.132916,1.455981,,-0.0095,,Radial Velocity,2021.0,,GasGiant
BD-10 3166 b,BD-10 3166,3.48777,0.04,0.02,0.59,,,,,5393.0,1.47,0.91,,0.38,,Radial Velocity,2000.0,,GasGiant
TOI-1203 c,TOI-1203,13.0766,,0.092,0.01717908,,,,,5737.0,0.886,1.179,,-0.39,G3 V,Radial Velocity,2025.0,,
TOI-1203 e,TOI-1203,204.59,,0.152,0.13246141,,,,,5737.0,0.886,1.179,,-0.39,G3 V,Radial Velocity,2025.0,,MiniNeptune
HD 143811 AB b,HD 143811 A,117000.0,63.0,0.19,6.1,1.4,,,,6791.0,1.32,,,,,Imaging,2025.0,37.0,GasGiant
BD-08 2823 c,BD-08 2823,237.6,0.68,0.19,0.33,,,,,4746.0,0.74,,,-0.07,K3 V,Radial Velocity,2009.0,,GasGiant
BD-08 2823 b,BD-08 2823,5.6,0.06,0.15,0.04,,,,,4816.0,0.5,0.71,,-0.06,,Radial Velocity,2009.0,,MiniNeptune
V830 Tau b,V830 Tau,4.93,0.057,0.0,0.77,,,,,4250.0,1.0,2.0,0.08,,,Radial Velocity,2016.0,,GasGiant
HD 107148 c,HD 107148,18.3267,0.1407,0.34,0.0626,,,,,5752.92,1.105215,1.169193,,0.2964,,Radial Velocity,2021.0,,MiniNeptune
K2-279 b,K2-279,7.122605,0.067,,,0.10794897,,879.0,,5558.0,0.79,0.86,,-0.37,,Transit,2018.0,,DesertWorld
KIC 7917485 b,KIC 7917485,840.0,,0.15,11.8,,,,,7067.0,1.63,,0.99564,-0.02,A,Pulsation Timing Variations,2016.0,,GasGiant
K2-275 b,K2-275,3.2809626,0.0277,,,0.20876118,,1166.0,,4841.0,0.77,0.69,,-0.06,,Transit,2018.0,,DesertWorld
HD 141004 b,HD 141004,15.5083,0.1238,0.16,0.0429,,,,,5885.38,1.051904,1.389372,,0.0247,,Radial Velocity,2021.0,,MiniNeptune
2MASS J02192210-3925225 b,2MASS J02192210-3925225,,156.0,,13.9,1.44,,,,3064.0,0.108,0.281,-2.23,,M6,Imaging,2015.0,,GasGiant
HD 136925 b,HD 136925,4540.0,5.13,0.103,0.84,,,,,5773.19,0.875104,1.193078,,-0.2172,,Radial Velocity,2021.0,,GasGiant
GJ 86 b,GJ 86,15.76491,0.11,0.04,4.42,,,,,5182.0,0.93,0.77,,-0.22,,Radial Velocity,1999.0,,GasGiant
K2-11 b,K2-11,39.93767,0.2257,,,0.67356588,,734.0,,5433.0,1.35,5.15,,-0.12,,Transit,2015.0,,GasGiant
HD 95735 c,GJ 411,3190.0,3.1,0.14,0.0568,,,,,3719.95,0.391846,0.369083,,-0.3612,,Radial Velocity,2021.0,,MiniNeptune
K2-13 b,K2-13,39.91488,0.2114,,,0.16861451,,511.0,,5698.0,0.8,0.78,,-0.54,,Transit,2015.0,,SuperEarth
K2-15 b,K2-15,11.8104,0.091,,,0.22125078,,676.0,,5131.0,0.72,0.68,,-0.46,,Transit,2015.0,,SuperEarth
HD 3765 b,HD 3765,1211.0,2.108,0.298,0.173,,,,,5049.8,0.851785,0.83061,,0.1716,,Radial Velocity,2021.0,,GasGiant
BEBOP-3 b,BEBOP-3,547.0,1.444,0.247,0.558,,,,,6033.0,1.083,1.414,,-0.02,,Radial Velocity,2025.0,,GasGiant
K2-6 b,K2-6,30.94191,0.1898,,,0.22303506,,615.0,,5850.0,0.97,0.96,,-0.14,,Transit,2015.0,,SuperEarth
K2-73 c,K2-73,1000.0,,,3.59313383,,,186.1,0.285,5867.0,1.02,1.058,,0.04,,Radial Velocity,2025.0,,GasGiant
