pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,pl_dens,pl_eqt,pl_insol,st_teff,st_mass,st_rad,st_lum,st_met,st_spectype,discoverymethod,disc_year,pl_orbincl,planet_type
HD 89839 b,HD 89839,3441.0,4.761,0.187,5.01,,,,,6314.0,1.21,,,0.04,F7 V,Radial Velocity,2023.0,49.5,GasGiant
51 Peg b,51 Peg,4.230785,0.0527,0.013,0.472,,,,,5758.0,1.03,1.17561,0.13631,0.18,,Radial Velocity,1995.0,,GasGiant
HD 165131 b,HD 165131,2342.6,3.54,0.6708,18.7,,,,,5870.0,1.06,,,0.06,G3/5 V,Radial Velocity,2023.0,70.0,GasGiant
TOI-5143 c,TOI-5143,5.2097118,0.05602,,,1.45,,,,5183.0,0.864,0.852,,0.107,K V,Transit,2025.0,86.02,GasGiant
HD 111998 b,HD 111998,825.9,1.82,0.03,4.51,,,,,6557.0,1.18,1.45,,0.07,F5 V,Radial Velocity,2016.0,,GasGiant
GJ 328 c,GJ 328,241.8,0.657,,0.06733193,,,,,3897.0,0.65,0.63,-1.08,-0.06,M0.0,Radial Velocity,2023.0,,MiniNeptune
K2-155 c,K2-155,13.85402,0.092,,,0.17396735,,,7.0,3919.0,0.54,0.526,-1.22915,-0.42,,Transit,2018.0,,SuperEarth
K2-155 b,K2-155,6.34365,0.0546,,,0.13828174,,,19.9,3919.0,0.54,0.526,-1.22915,-0.42,,Transit,2018.0,,EarthLike
24 Sex b,24 Sex,452.8,1.333,0.09,1.99,,,,,5098.0,1.54,4.9,1.164,-0.03,,Radial Velocity,2010.0,,GasGiant
24 Sex c,24 Sex,883.0,2.08,0.29,0.86,,,,,5098.0,1.54,4.9,1.164,-0.03,,Radial Velocity,2010.0,,GasGiant
47 UMa b,47 UMa,1078.0,2.1,0.032,2.53,,,,,5872.0,1.06,1.21334,0.1978,0.04,,Radial Velocity,1996.0,,GasGiant
K2-155 d,K2-155,40.718,0.1937,,,0.16950665,,381.0,,4258.0,0.65,0.58,,-0.3,,Transit,2018.0,89.61,SuperEarth
14 Her b,14 Her,1766.0,2.864,0.359,4.975,,,,,5280.0,0.91,1.00235,-0.15273,0.4,,Radial Velocity,2002.0,,GasGiant
16 Cyg B b,16 Cyg B,799.5,1.68,0.689,1.68,,,,,5747.0,1.03,1.12827,0.09729,0.06,,Radial Velocity,1996.0,,GasGiant
47 UMa c,47 UMa,2391.0,3.6,0.098,0.54,,,,,5872.0,1.06,1.21334,0.1978,0.04,,Radial Velocity,2001.0,,GasGiant
HD 215152 d,HD 215152,10.86499,0.08799,0.0,0.00881289,,,,,4935.0,0.77,0.73,,-0.1,K3 V,Radial Velocity,2018.0,,
47 UMa d,47 UMa,14002.0,11.6,0.16,1.64,,,,,5872.0,1.06,1.21334,0.1978,0.04,,Radial Velocity,2009.0,,GasGiant
HD 215152 e,HD 215152,25.1967,0.15417,0.0,0.00905201,,,,,4935.0,0.77,0.73,,-0.1,K3 V,Radial Velocity,2018.0,,
4 UMa b,4 UMa,269.3,0.87,0.432,7.1,,,,,4415.0,1.234,18.11,,-0.25,K1 III,Radial Velocity,2006.0,,GasGiant
HD 206893 c,HD 206893,2090.0,3.53,0.41,12.7,1.46,,1181.9,,,1.32,,,,F5 V,Imaging,2022.0,150.9,HotJupiter
HD 40956 b,HD 40956,578.6,1.4,0.24,2.7,,,,,4869.0,2.0,8.56,1.66436,0.14,,Radial Velocity,2017.0,,GasGiant
HD 111591 b,HD 111591,1056.4,2.5,0.26,4.4,,,,,4884.0,1.94,8.03,1.58058,0.07,,Radial Velocity,2017.0,,GasGiant
HD 113996 b,HD 113996,610.2,1.6,0.28,6.3,,,,,4181.0,1.49,25.11,2.46389,0.13,,Radial Velocity,2017.0,,GasGiant
TOI-5938 b,TOI-5938,2.260424,0.0308,,,0.34079816,,1077.0,,4650.0,0.744,0.712,,0.07,,Transit,2026.0,88.85,MiniNeptune
BD+03 2562 b,BD+03 2562,481.9,1.3,0.2,6.4,,,,,4095.0,1.14,32.35,2.7,-0.71,,Radial Velocity,2017.0,,GasGiant
TOI-1288 c,TOI-1288,416.0,1.07,0.0,0.26964235,,,,,5388.0,0.9552,0.9583,-0.1549,0.257,,Radial Velocity,2022.0,,GasGiant
GJ 1151 c,GJ 1151,389.7,0.5714,,0.03341426,,,,,3280.0,0.1639,0.1781,-2.47952,-0.12,M 4.5V,Radial Velocity,2023.0,,MiniNeptune
TYC 4282-00605-1 b,TYC 4282-00605-1,101.54,0.422,0.28,10.78,,,,,4300.0,0.97,16.21,1.91,-0.07,,Radial Velocity,2017.0,,GasGiant
HD 73267 c,HD 73267,13900.0,11.0,0.134,4.4,,,,,5317.0,0.89,,,0.03,K0 V,Radial Velocity,2022.0,75.0,GasGiant
K2-133 c,K2-133,4.8682,0.045,,,0.13203676,,,,3655.0,0.51,0.47,-1.4437,,M1 V,Transit,2017.0,88.65,EarthLike
K2-133 d,K2-133,11.0234,0.077,,,0.18021233,,,,3655.0,0.51,0.47,-1.4437,,M1 V,Transit,2017.0,89.52,SuperEarth
HD 206893 b,HD 206893,9350.0,9.6,0.14,28.0,1.25,,1429.2,,,1.32,,,,F5 V,Imaging,2021.0,146.8,HotJupiter
K2-411 b,K2-411,3.2141,0.0511,,,0.08830419,,,619.038,5711.0,1.018,1.375,,0.1415,,Transit,2022.0,90.0008,EarthLike
K2-413 b,K2-413,0.8094,0.0117,,,0.06779385,,,921.755,4116.0,0.808,0.7,,-0.205,,Transit,2022.0,89.9518,EarthLike
KIC 3526061 b,KIC 3526061,3552.0,5.14,0.85,18.15,,,,,4829.0,1.42,5.86,1.21484,0.12,,Radial Velocity,2022.0,,GasGiant
K2-413 c,K2-413,5.3301,0.0426,,,0.10997432,,,69.529,4116.0,0.808,0.7,,-0.205,,Transit,2022.0,89.9985,EarthLike
K2-414 c,K2-414,6.669,0.0552,,,0.17206739,,,56.13,4343.0,0.814,0.732,,-0.102,,Transit,2022.0,89.9973,SuperEarth
K2-414 b,K2-414,4.3696,0.0487,,,0.10875208,,,72.113,4343.0,0.814,0.732,,-0.102,,Transit,2022.0,90.0045,EarthLike
K2-129 b,K2-129,8.239493,0.057,0.13,,0.09278259,,,4.5,3459.09,0.360031,0.36001,,,,Transit,2017.0,89.21,EarthLike
K2-128 b,K2-128,5.675819,0.056,0.23,,0.12668391,,,68.8,4469.51,0.711248,0.777569,,,,Transit,2017.0,87.4,EarthLike
K2-125 b,K2-125,21.750264,0.121,0.08,,0.19448657,,,2.0,3654.47,0.494727,0.402049,,,,Transit,2017.0,89.72,SuperEarth
K2-118 b,K2-118,50.92092,0.245,0.2,,0.22660362,,,4.3,4726.29,0.756446,0.734626,,,,Transit,2017.0,89.5,MiniNeptune
K2-130 b,K2-130,2.49412,0.032,0.17,,0.11151753,,,136.4,4356.47,0.69563,0.744261,,,,Transit,2017.0,86.53,EarthLike
K2-412 b,K2-412,5.9382,0.0586,,,0.1887772,,,243.518,5590.0,0.893,0.977,,0.014,,Transit,2022.0,89.998,SuperEarth
K2-133 b,K2-133,3.0712,0.033,,,0.11687037,,,,3655.0,0.51,0.47,-1.4437,,M1 V,Transit,2017.0,87.56,EarthLike
TOI-6029 b,TOI-6029,5.7987,,0.091,1.635,1.284,,,,6223.0,1.548,2.338,0.79934,0.37,,Transit,2024.0,,GasGiant
Kepler-20 g,Kepler-20,34.94,0.2055,0.15,0.06280087,,,524.0,,5495.0,0.948,0.9639,,0.07,,Radial Velocity,2016.0,,MiniNeptune
HD 11506 d,HD 11506,26500.0,18.2,0.29,12.8,,,,,6123.0,1.22,,,0.3,G0 V,Radial Velocity,2022.0,90.0,GasGiant
HD 111232 c,HD 111232,32100.0,18.8,0.326,20.7,,,,,5494.0,0.83,,,-0.36,G8 V,Radial Velocity,2022.0,77.1,GasGiant
Kepler-411 e,Kepler-411,31.509728,0.186,0.016,0.03398043,,,503.0,,,0.87,0.82,,,K2 V,Transit Timing Variations,2018.0,88.04,MiniNeptune
HD 136118 b,HD 136118,1191.0,2.353,0.35,16.5,,,,,6097.0,1.21,,,-0.05,F7 V,Radial Velocity,2022.0,46.0,GasGiant
Kepler-47 d,Kepler-47,187.366,0.6992,0.024,0.05984331,0.62806673,0.3,,,,0.957,0.936,,,,Transit,2019.0,90.395,GasGiant
HD 29021 b,HD 29021,1362.3,2.28,0.459,2.4,,,,,5560.0,0.85,0.85,,-0.24,G5,Radial Velocity,2017.0,,GasGiant
HD 109833 b,HD 109833,9.188526,,0.18,,0.25765055,,,,5881.0,1.08,1.0,0.07188,-0.07,,Transit,2022.0,88.13,MiniNeptune
HD 42012 b,HD 42012,857.5,1.67,0.2,1.6,,,,,5405.0,0.83,0.82,,-0.09,K0,Radial Velocity,2017.0,,GasGiant
HD 17674 b,HD 17674,623.8,1.42,0.13,0.87,,,,,5904.0,0.98,1.18,,-0.16,G0 V,Radial Velocity,2017.0,,GasGiant
GJ 463 b,GJ 463,3448.0,3.53,0.09,3.4,,,,,3540.0,0.49,0.49,,,M3 V,Radial Velocity,2022.0,27.0,GasGiant
HD 190228 b,HD 190228,1146.6,2.293,0.547,6.1,,,,,5360.0,1.22,,,-0.24,G5 IV,Radial Velocity,2022.0,48.0,GasGiant
TOI-1694 c,TOI-1694,393.1,0.1,0.0,0.9344665,,,,,5058.0,0.853,0.8036,-0.41794,0.131,,Radial Velocity,2023.0,,GasGiant
TOI-1669 b,TOI-1669,500.0,1.27,0.0,0.60095321,,,,,5497.0,0.9867,1.0561,-0.03574,0.274,,Radial Velocity,2023.0,,GasGiant
HD 4760 b,HD 4760,434.0,1.14,0.23,13.9,,,,,4076.0,1.05,42.4,2.93,-0.91,,Radial Velocity,2021.0,,GasGiant
HD 96992 b,HD 96992,514.0,1.24,0.41,1.14,,,,,4725.0,0.96,7.43,1.47,-0.45,,Radial Velocity,2021.0,,GasGiant
TYC 0434-04538-1 b,TYC 0434-04538-1,193.2,0.66,0.08,6.1,,,,,4679.0,1.04,9.99,1.67,-0.38,,Radial Velocity,2021.0,,GasGiant
HD 204313 e,HD 204313,27000.0,17.9,0.19,19.9,,,,,5767.0,1.045,,,0.18,G5 V,Radial Velocity,2022.0,60.0,GasGiant
WASP-87 b,WASP-87,1.682795,0.02946,0.0,2.18,1.385,,,,6450.0,1.204,1.627,,,,Transit,2016.0,81.07,GasGiant
TOI-1011 b,TOI-1011,2.470498,,0.0,0.01271126,0.12936056,,,,5475.0,0.91,0.92,-0.1549,0.03,,Transit,2025.0,,EarthLike
BD-11 4672 c,BD-11 4672,74.2,0.3,0.4,0.04835919,,,,,4550.0,0.651,0.639,-0.8041,-0.35,,Radial Velocity,2020.0,,MiniNeptune
LHS 3154 b,LHS 3154,3.71778,0.02262,0.076,0.04137453,,,,,2861.0,0.1118,0.1405,-2.72125,,M6.5,Radial Velocity,2023.0,,MiniNeptune
HD 221585 b,HD 221585,1173.0,2.306,0.123,1.61,,,,,5620.0,1.19,,0.4216,0.29,G8 IV,Radial Velocity,2016.0,,GasGiant
AU Mic d,AU Mic,12.73596,,0.00305,0.00331,,,,,3678.0,0.51,0.744,-1.0381,0.23,,Transit Timing Variations,2023.0,89.31812,
TOI-4379 b,TOI-4379,3.25352,,0.018,1.113,1.489,,,,6020.0,1.372,1.976,0.63749,0.16,,Transit,2024.0,,GasGiant
DMPP-1 e,DMPP-1,5.516,0.0651,0.07,0.01299437,,,1314.0,,6196.0,1.21,1.26,,,F8 V,Radial Velocity,2019.0,,DesertWorld
HD 191806 b,HD 191806,1604.0,2.81,0.213,10.13,,,,,6010.0,1.14,,,0.3,K0,Radial Velocity,2016.0,62.6,GasGiant
DMPP-1 b,DMPP-1,18.57,0.1462,0.083,0.07636158,,,877.0,,6196.0,1.21,1.26,,,F8 V,Radial Velocity,2019.0,,MiniNeptune
DMPP-1 c,DMPP-1,6.584,0.0733,0.057,0.03020483,,,1239.0,,6196.0,1.21,1.26,,,F8 V,Radial Velocity,2019.0,,DesertWorld
DMPP-1 d,DMPP-1,2.882,0.0422,0.07,0.01054023,,,1632.0,,6196.0,1.21,1.26,,,F8 V,Radial Velocity,2019.0,,DesertWorld
TOI-1224 b,TOI-1224,4.1782745,0.0355,,,0.18770663,,541.0,,3326.0,0.4,0.404,-1.6968,,,Transit,2024.0,89.19,SuperEarth
GJ 1132 c,GJ 1132,8.929,0.0476,0.27,0.00830633,,,300.0,,3270.0,0.181,0.2105,-2.35853,,,Radial Velocity,2018.0,,EarthLike
HD 233832 b,HD 233832,4047.0,4.438,0.381,2.72,,,,,4971.74,0.82,0.738364,-0.52273,-0.83,,Radial Velocity,2018.0,,GasGiant
HD 125390 b,HD 125390,1758.0,3.184,0.598,34.0,,,,,4882.0,1.6,,,-0.11,G7 III,Radial Velocity,2019.0,41.9,GasGiant
HD 5583 b,HD 5583,139.35,0.53,0.076,5.78,,,,,4830.0,1.01,9.09,1.61,-0.5,,Radial Velocity,2016.0,,GasGiant
TOI-7009 b,TOI-7009,2.3206612,0.0287,,,0.3309846,,872.0,,4080.0,0.583,0.564,,-0.11,,Transit,2026.0,86.1,MiniNeptune
HD 98736 b,HD 98736,968.8,1.864,0.226,2.33,,,,,5271.0,0.92,0.93,-0.22,0.36,,Radial Velocity,2018.0,,GasGiant
IRAS 04125+2902 b,IRAS 04125+2902,8.834978,0.077,,,0.958,,854.0,,4080.0,0.7,1.45,-0.33161,,,Transit,2024.0,88.3,GasGiant
HD 18015 b,HD 18015,2240.0,3.82,0.092,3.3,,,,,5643.0,1.5,,,-0.14,G6 IV,Radial Velocity,2018.0,69.0,GasGiant
GJ 317 c,GJ 317,6500.0,5.04,0.217,1.43,,,,,3496.0,0.402,0.403,,-0.02,M3.5 V,Radial Velocity,2018.0,,GasGiant
Kepler-129 d,Kepler-129,2646.0,4.0,0.15,8.3,,,,,5770.0,1.178,1.653,,0.29,G4 V,Radial Velocity,2021.0,,GasGiant
HD 134606 f,HD 134606,26.915,0.1784,0.081,0.01771396,,,,,5576.0,1.046,1.158,0.06483,0.343,,Radial Velocity,2024.0,,
EPIC 201170410.02,EPIC 201170410,6.7987,0.0349,0.0,,0.09340708,,,,3648.0,0.287,0.282,,-0.048,,Transit,2020.0,89.0025,EarthLike
HD 134606 e,HD 134606,4.3203,0.0527,0.2,0.00736246,,,,,5576.0,1.046,1.158,0.06483,0.343,,Radial Velocity,2024.0,,
HD 134606 d,HD 134606,966.5,1.941,0.092,0.14095656,,,,,5576.0,1.046,1.158,0.06483,0.343,,Radial Velocity,2024.0,,MiniNeptune
HD 134606 b,HD 134606,12.089,0.1046,0.092,0.02860034,,,,,5576.0,1.046,1.158,0.06483,0.343,,Radial Velocity,2024.0,,
HD 134606 c,HD 134606,58.883,0.3007,0.055,0.03558524,,,,,5576.0,1.046,1.158,0.06483,0.343,,Radial Velocity,2024.0,,MiniNeptune
BD+15 2375 b,BD+15 2375,153.22,0.576,0.001,1.061,,,,,4649.0,1.08,8.95,1.57,-0.22,,Radial Velocity,2016.0,,GasGiant
HD 124330 b,HD 124330,270.66,0.86,0.34,0.75,,,,,5873.0,1.15,,,0.22,G4 IV,Radial Velocity,2021.0,0.8084,GasGiant
HD 155193 b,HD 155193,352.65,1.04,0.21,0.75,,,,,6239.0,1.221,,,0.05,F8 IV,Radial Velocity,2021.0,0.7112,GasGiant
HD 331093 b,HD 331093,621.62,1.44,0.59,1.5,,,,,5544.0,1.03,,,0.17,K0,Radial Velocity,2021.0,0.3704,GasGiant
HD 87646 b,HD 87646,13.481,0.117,0.05,12.4,,,,,5770.0,1.12,1.55,,-0.17,G,Radial Velocity,2016.0,,GasGiant
HD 20781 d,HD 20781,29.158,0.1647,0.11,0.0334,,,,,5256.0,0.7,,-0.3098,-0.11,K0 V,Radial Velocity,2019.0,,MiniNeptune
HD 20781 e,HD 20781,85.5073,0.3374,0.06,0.0442,,,,,5256.0,0.7,,-0.3098,-0.11,K0 V,Radial Velocity,2019.0,,MiniNeptune
HD 45184 c,HD 45184,13.1354,0.11,0.07,0.0277,,,,,5869.0,1.03,,0.05308,0.04,G1.5 V,Radial Velocity,2019.0,,
BD+45 564 b,BD+45 564,307.88,0.83,0.12,1.36,,,,,5004.0,0.81,,,-0.09,K1,Radial Velocity,2021.0,2.579,GasGiant
rho CrB d,rho CrB,282.2,0.827,0.0,0.0679612,,,,,5817.0,0.95,1.34,0.26007,-0.2,,Radial Velocity,2023.0,,MiniNeptune
rho CrB e,rho CrB,12.949,0.1061,0.126,0.01192467,,,,,5817.0,0.95,1.34,0.26007,-0.2,,Radial Velocity,2023.0,,
BD+55 362 b,BD+55 362,265.59,0.78,0.27,0.72,,,,,5012.0,0.909,,,0.18,K3,Radial Velocity,2021.0,0.6012,GasGiant
GJ 367 c,GJ 367,11.5301,,0.09,0.01299443,,,,,3522.0,0.455,0.458,-1.5391,-0.01,M1.0 V,Radial Velocity,2023.0,,
GJ 367 d,GJ 367,34.369,,0.14,0.0189725,,,,,3522.0,0.455,0.458,-1.5391,-0.01,M1.0 V,Radial Velocity,2023.0,,
BD+63 1405 b,BD+63 1405,1230.0,2.115,0.891,10.4,,,,,5000.0,0.816,,,-0.09,K0,Radial Velocity,2021.0,23.5,GasGiant
GJ 96 b,GJ 96,73.94,0.291,0.44,0.06185697,,,,,3785.0,0.6,,-1.05159,0.14,M2,Radial Velocity,2018.0,,MiniNeptune
TOI-6109 b,TOI-6109,5.690476,0.0599,,,0.43450873,,,,5660.0,1.03,1.021,-0.05453,,G3,Transit,2025.0,85.6909,MiniNeptune
HD 164922 d,HD 164922,12.458,0.103,0.12,0.01258534,,,,,5390.0,0.926,0.946,-0.14874,0.18,,Radial Velocity,2020.0,,
TOI-7041 b,TOI-7041,9.691,,0.04,0.36,1.02,,,,4700.0,1.07,4.1,0.88081,0.25,,Transit,2025.0,,GasGiant
HD 216520 b,HD 216520,35.45,0.198,0.09,0.03228141,,,,,5103.0,0.82,0.76,-0.452,-0.16,,Radial Velocity,2020.0,,MiniNeptune
HD 216520 c,HD 216520,154.43,0.528,0.12,0.02970141,,,,,5103.0,0.82,0.76,-0.452,-0.16,,Radial Velocity,2020.0,,
TOI-1294 c,TOI-1294,159.9,0.61,0.0,0.46251372,,,,,5718.0,1.1578,1.5566,0.36847,0.283,,Radial Velocity,2024.0,,GasGiant
HD 32963 b,HD 32963,2368.0,3.409,0.099,2.07,,,,,5727.0,1.03,,,0.11,G5 IV,Radial Velocity,2015.0,19.3,GasGiant
HD 190007 b,HD 190007,11.72,0.092,0.14,0.05178869,,,,,4610.0,0.77,0.79,-0.68,0.16,,Radial Velocity,2020.0,,MiniNeptune
70 Vir b,70 Vir,116.6926,0.481,0.399,7.4,,,,,5439.0,1.09,1.94,0.4513,-0.09,,Radial Velocity,1996.0,,GasGiant
TOI-1410 c,TOI-1410,47.56,0.239,0.0,0.0849515,,,,,4635.0,0.7941,0.7558,-0.6216,0.328,,Radial Velocity,2024.0,,MiniNeptune
Kepler-1513 c,Kepler-1513,841.4,,0.125,0.266,,,,,5491.0,0.943,0.95,-0.12901,0.17,G V,Transit Timing Variations,2023.0,,GasGiant
K2-189 b,K2-189,2.58812,,,,0.12516749,,1203.0,497.0,5442.0,0.85,0.879,,-0.1,,Transit,2018.0,,DesertWorld
HD 16141 b,HD 16141,75.523,0.36,0.25,0.26,,,,,5757.0,1.11,1.48,,0.13,,Radial Velocity,2000.0,,GasGiant
K2-184 b,K2-184,16.995731,0.1229,,,0.13828174,,580.0,,5220.0,0.86,0.78,,-0.07,,Transit,2018.0,,EarthLike
K2-271 b,K2-271,8.562421,0.077,,,0.6494781,,893.0,,5644.0,0.83,0.99,,-0.3,,Transit,2018.0,,GasGiant
K2-212 b,K2-212,9.79551,0.0785,,,0.22481934,,542.0,,4272.0,0.67,0.65,,0.03,,Transit,2018.0,,MiniNeptune
K2-158 b,K2-158,10.06049,0.0887,,,0.23552502,,794.0,,5503.0,0.92,0.95,,0.07,,Transit,2018.0,,MiniNeptune
K2-326 b,K2-326,1.256,0.0198,,,0.20340798,,1114.0,,3924.0,0.507,0.688,,,,Transit,2020.0,85.63,DesertWorld
TOI-5082.01,TOI-5082,4.240122,0.051204842,,,0.22708083,,1164.91,254.588,5670.0,0.99665,0.93,,,,Transit,2024.0,,MiniNeptune
K2-244 b,K2-244,21.06884,0.1418,,,0.15612454,,638.0,,5677.0,0.86,0.92,,-0.29,,Transit,2018.0,,EarthLike
K2-324 b,K2-324,3.262,0.0331,,,0.21679008,,707.0,,3752.0,0.517,0.505,,,,Transit,2020.0,88.33,SuperEarth
K2-325 b,K2-325,6.93,0.0419,,,0.19627085,,423.0,,3287.0,0.274,0.298,,,,Transit,2020.0,89.37,SuperEarth
K2-166 b,K2-166,8.52695,0.0858,,,0.19537871,,1140.0,,5960.0,1.16,1.61,,0.09,,Transit,2018.0,,DesertWorld
HD 156279 b,HD 156279,131.05,0.49,0.71,9.88,,,,,5453.0,0.95,0.95,,0.14,,Radial Velocity,2011.0,,GasGiant
K2-293 b,K2-293,13.1225,,,,0.21857436,,750.0,,5532.0,0.958,0.947,,0.218,,Transit,2019.0,88.8,SuperEarth
TOI-2337 b,TOI-2337,2.99432,,0.019,1.6,0.9,,,,4780.0,1.325,3.22,,0.39,,Transit,2022.0,,GasGiant
HD 142 b,HD 142,339.0,1.0,0.37,1.03,,,,,6025.0,1.15,,,0.04,G1 IV,Radial Velocity,2001.0,,GasGiant
K2-294 b,K2-294,2.50387,,,,0.14809528,,1425.0,,5612.0,0.987,1.2,,0.194,,Transit,2019.0,85.5,DesertWorld
HD 155358 c,HD 155358,391.9,1.02,0.16,0.82,,,,,5900.0,0.92,,,-0.51,G0,Radial Velocity,2007.0,,GasGiant
HD 155358 b,HD 155358,194.3,0.63,0.17,0.99,,,,,5905.0,1.15,1.38,,-0.6,,Radial Velocity,2007.0,,GasGiant
K2-269 b,K2-269,4.144965,0.0531,,,0.14006602,,1429.0,,6209.0,1.16,1.45,,-0.08,,Transit,2018.0,,DesertWorld
K2-319 b,K2-319,26.68,0.1516,,,0.24890713,,641.0,,5440.0,0.954,0.898,,,,Transit,2020.0,89.45,MiniNeptune
K2-322 b,K2-322,8.205,0.0594,,,0.17129093,,635.0,,4141.0,0.63,0.602,,,,Transit,2020.0,88.15,SuperEarth
HD 1461 c,HD 1461,13.5052,0.1117,0.305,0.01758802,,,,,5765.0,1.02,,,0.19,G0 V,Radial Velocity,2015.0,,
HD 1461 b,HD 1461,5.77142,0.0636,0.062,0.0208,,,,,5695.23,1.03064,1.152288,,0.1823,,Radial Velocity,2010.0,,
K2-162 b,K2-162,9.45889,0.0795,,,0.1284682,,631.0,,4842.0,0.75,0.69,,-0.17,,Transit,2018.0,,EarthLike
HD 147018 c,HD 147018,1008.0,1.922,0.133,6.56,,,,,5441.0,0.927,,,0.1,G9 V,Radial Velocity,2009.0,,GasGiant
HD 147018 b,HD 147018,44.236,0.2388,0.4686,2.12,,,,,5441.0,0.927,,,0.1,G9 V,Radial Velocity,2009.0,,GasGiant
HD 147513 b,HD 147513,528.4,1.32,0.26,1.21,,,,,5883.0,1.11,,-0.01,0.06,,Radial Velocity,2003.0,,GasGiant
K2-320 b,K2-320,1.995,0.0142,,,0.23374074,,698.0,,3157.0,0.117,0.3,,,,Transit,2020.0,87.84,MiniNeptune
TOI-2669 b,TOI-2669,6.2034,,0.09,0.61,1.76,,,,4800.0,1.19,4.1,,0.1,,Transit,2022.0,,GasGiant
K2-159 b,K2-159,12.42205,0.1013,,,0.2016237,,684.0,,5425.0,0.9,0.83,,-0.07,,Transit,2018.0,,SuperEarth
K2-316 b,K2-316,1.133,0.0147,,,0.11865465,,841.0,,3436.0,0.408,0.379,,,,Transit,2020.0,87.02,DesertWorld
K2-316 c,K2-316,5.26,0.0582,,,0.16326166,,423.0,,3436.0,0.408,0.379,,,,Transit,2020.0,89.31,SuperEarth
K2-317 b,K2-317,6.22,0.0542,,,0.26139709,,432.0,,3387.0,0.403,0.379,,,,Transit,2020.0,89.22,MiniNeptune
TOI-4329 b,TOI-4329,2.9223,,0.068,0.45,1.5,,,,6000.0,1.538,2.31,,0.29,,Transit,2022.0,,GasGiant
K2-318 b,K2-318,7.01,0.0911,,,0.14809528,,456.0,,3851.0,0.561,0.552,,,,Transit,2020.0,89.38,EarthLike
K2-323 b,K2-323,24.93,0.1275,,,0.18734945,,318.0,,3710.0,0.478,0.549,,,,Transit,2020.0,89.88,SuperEarth
K2-187 b,K2-187,0.77392,0.0164,,,0.11597823,,1815.0,,5484.0,0.98,0.92,,0.23,,Transit,2018.0,,LavaWorld
K2-183 c,K2-183,10.792635,0.0932,,,0.25604425,,787.0,,5519.0,0.93,0.97,,0.09,,Transit,2018.0,,MiniNeptune
K2-281 b,K2-281,8.687721,0.0773,,,0.72977072,,665.0,,4812.0,0.82,0.76,,0.22,,Transit,2018.0,,GasGiant
HD 156279 c,HD 156279,4758.0,5.461,0.2597,9.45,,,,,5458.24,0.959814,0.966117,,0.1917,,Radial Velocity,2018.0,,GasGiant
K2-188 b,K2-188,1.742169,0.0289,,,0.12043893,,1692.0,,5977.0,1.06,1.19,,-0.01,,Transit,2018.0,,DesertWorld
HD 114783 c,HD 114783,4340.0,4.97,0.114,0.659,,,,,5126.74,0.866925,0.840622,,0.151,,Radial Velocity,2018.0,,GasGiant
K2-282 b,K2-282,4.169836,0.0499,,,0.25158355,,1057.0,,5523.0,0.95,0.94,,0.15,,Transit,2018.0,,MiniNeptune
K2-283 b,K2-283,1.921036,0.0291,,,0.31403337,,1186.0,,5060.0,0.89,0.82,,0.28,,Transit,2018.0,,MiniNeptune
K2-156 b,K2-156,0.81314,0.0149,,,0.10259613,,1347.0,,4597.0,0.66,0.66,,-0.25,,Transit,2018.0,,DesertWorld
HD 142415 b,HD 142415,386.3,1.05,0.5,1.62,,,,,6045.0,1.03,,0.06,0.21,,Radial Velocity,2003.0,,GasGiant
TOI-2194 b,TOI-2194,15.337597,,,,0.17746484,,590.88,,4756.0,0.74,0.6909,,-0.372,,Transit,2023.0,89.27,SuperEarth
K2-270 c,K2-270,4.400028,0.0497,,,0.26318137,,848.0,,4877.0,0.85,0.77,,0.26,,Transit,2018.0,,MiniNeptune
mu2 Sco b,mu2 Sco,,242.4,0.56,14.4,,,,,21700.0,9.1,5.6,,,B2 IV,Imaging,2022.0,96.6,GasGiant
HD 192263 b,HD 192263,24.3556,0.15,0.05,0.56,,,,,4976.0,0.66,0.74,,0.03,,Radial Velocity,1999.0,,GasGiant
TOI-1806.01,TOI-1806,15.1454693,0.087735044,,,0.30384891,,337.47,2.1473,3272.0,0.392935,0.401575,,,,Transit,2024.0,,MiniNeptune
HD 190647 b,HD 190647,1176.45,2.231,0.224,1.985,,,,,5656.0,1.069,1.376,,0.23,,Radial Velocity,2007.0,,GasGiant
Gaia-2 b,Gaia-2,3.6915224,0.0467,,0.817,1.322,,,,5720.0,1.0,1.064,,,,Transit,2022.0,85.21,GasGiant
HD 37124 b,HD 37124,154.26,0.5253,0.05,0.65,,,,,5698.64,0.812728,0.949168,,-0.3257,,Radial Velocity,2002.0,,GasGiant
HD 33564 b,HD 33564,388.0,1.1,0.34,9.1,,,,,6250.0,1.25,,,-0.12,F6 V,Radial Velocity,2005.0,,GasGiant
TOI-4443.01,TOI-4443,1.8498567,0.029962645,,,0.15322184,,1638.82,1194.2104,5834.0,1.049133,1.01733,,,,Transit,2024.0,,DesertWorld
HD 220197 b,HD 220197,1728.0,2.729,0.187,0.2,,,,,5683.0,0.91,0.98,,-0.55,,Radial Velocity,2018.0,,GasGiant
HD 37124 d,HD 37124,1768.0,2.671,0.16,0.659,,,,,5698.64,0.812728,0.949168,,-0.3257,,Radial Velocity,2005.0,,GasGiant
